,Column6,create_time,Column8,Column10,Column12,Column15,Column16,Column17,price,Column22,ts_lag,ts_date,220215,time
273,"company_id:""1""",2022-12-19 13:51:36,"deal_status:""0""","full_price:""100.6637""","id:""TPSHe1054395581688066052""","net_price:""99.4148""","operate:""1""","pre_closePrice:""99.272""",3.03,"volume:""2000""",74,2022-12-19 13:50:00,3.030365505226481,13:51:36
274,"company_id:""1""",2022-12-19 13:51:36,"deal_status:""0""","full_price:""100.6637""","id:""TPSHe1054395581700648961""","net_price:""99.4148""","operate:""1""","pre_closePrice:""99.272""",3.03,"volume:""5000""",0,2022-12-19 13:50:00,3.030365505226481,13:51:36
275,,2022-12-19 13:51:42,,,"id:""220215_1057493399_20221219-13:51""","net_price:""99.1871""",,,3.0579,,6,2022-12-19 13:50:00,3.030365505226481,13:51:42
276,"company_id:""1""",2022-12-19 13:52:14,"deal_status:""0""","full_price:""100.6514""","id:""TPSHe1054395739872047105""","net_price:""99.3944""","operate:""0""","pre_closePrice:""99.272""",3.0325,"volume:""2000""",32,2022-12-19 13:50:00,3.030365505226481,13:52:14
277,"company_id:""5""",2022-12-19 13:53:21,"deal_status:""0""","full_price:""100.6637""","id:""TJXT221219052024000000000216""","net_price:""99.4148""","operate:""0""","pre_closePrice:""99.272""",3.03,"volume:""1000""",67,2022-12-19 13:50:00,3.030365505226481,13:53:21
278,"company_id:""1""",2022-12-19 13:53:36,"deal_status:""0""","full_price:""100.6719""","id:""TPSHe1054396083687534593""","net_price:""99.4149""","operate:""0""","pre_closePrice:""99.272""",3.03,"volume:""3000""",15,2022-12-19 13:50:00,3.030365505226481,13:53:36
279,"company_id:""3""",2022-12-19 13:54:06,"deal_status:""0""","full_price:""100.6719""","id:""BGC22021511009202216""","net_price:""99.4149""","operate:""0""","pre_closePrice:""99.292""",3.03,"volume:""""",30,2022-12-19 13:50:00,3.030365505226481,13:54:06
280,"company_id:""3""",2022-12-19 13:54:06,"deal_status:""0""","full_price:""100.6719""","id:""BGC22021511009202221""","net_price:""99.4149""","operate:""0""","pre_closePrice:""99.292""",3.03,"volume:""""",0,2022-12-19 13:50:00,3.030365505226481,13:54:06
281,,2022-12-19 13:54:46,,,"id:""220215_1258821191_20221219-13:54""","net_price:""99.4557""",,,3.025,,40,2022-12-19 13:50:00,3.030365505226481,13:54:46
282,,2022-12-19 13:55:42,,,"id:""220215_1309153378_20221219-13:55""","net_price:""99.4136""",,,3.0302,,56,2022-12-19 13:55:00,3.0301243421052626,13:55:42
283,,2022-12-19 13:57:58,,,"id:""220215_1443371811_20221219-13:57""","net_price:""99.4149""",,,3.03,,136,2022-12-19 13:55:00,3.0301243421052626,13:57:58
284,"company_id:""4""",2022-12-19 13:59:31,"deal_status:""0""","full_price:""100.6637""","id:""PATRe1054397576371023873""","net_price:""99.4148""","operate:""1""","pre_closePrice:""99.272""",3.03,"volume:""""",93,2022-12-19 13:55:00,3.0301243421052626,13:59:31
285,,2022-12-19 13:59:50,,,"id:""220215_1577590392_20221219-13:59""","net_price:""99.4034""",,,3.0314,,19,2022-12-19 13:55:00,3.0301243421052626,13:59:50
286,"company_id:""2""",2022-12-19 14:01:49,"deal_status:""0""","full_price:""100.6514""","id:""ICAP2202157000578424""","net_price:""99.3944""","operate:""0""","pre_closePrice:""99.292""",3.0325,"volume:""""",119,2022-12-19 14:00:00,3.0342068852459017,14:01:49
287,,2022-12-19 14:01:53,,,"id:""220215_1695032191_20221219-14:01""","net_price:""99.4026""",,,3.0315,,4,2022-12-19 14:00:00,3.0342068852459017,14:01:53
288,"company_id:""1""",2022-12-19 14:03:02,"deal_status:""0""","full_price:""100.6514""","id:""TPSHe1054398460880629764""","net_price:""99.3944""","operate:""1""","pre_closePrice:""99.272""",3.0325,"volume:""1000""",69,2022-12-19 14:00:00,3.0342068852459017,14:03:02
289,"company_id:""1""",2022-12-19 14:03:37,"deal_status:""0""","full_price:""100.6514""","id:""TPSHe1054398607651909636""","net_price:""99.3944""","operate:""0""","pre_closePrice:""99.272""",3.0325,"volume:""9000""",35,2022-12-19 14:00:00,3.0342068852459017,14:03:37
290,,2022-12-19 14:03:59,,,"id:""220215_1812473448_20221219-14:03""","net_price:""99.4""",,,3.0318,,22,2022-12-19 14:00:00,3.0342068852459017,14:03:59
291,"company_id:""4""",2022-12-19 14:04:21,"deal_status:""0""","full_price:""100.6637""","id:""PATRe1054398792354279428""","net_price:""99.4148""","operate:""1""","pre_closePrice:""99.272""",3.03,"volume:""""",22,2022-12-19 14:00:00,3.0342068852459017,14:04:21
292,,2022-12-19 14:04:55,,,"id:""220215_1879582757_20221219-14:04""","net_price:""99.2513""",,,3.05,,34,2022-12-19 14:00:00,3.0342068852459017,14:04:55
293,,2022-12-19 14:06:55,,,"id:""220215_2013801390_20221219-14:06""","net_price:""99.1493""",,,3.0625,,120,2022-12-19 14:05:00,3.0504132231404957,14:06:55
294,,2022-12-19 14:07:39,,,"id:""220215_2064133360_20221219-14:07""","net_price:""99.333""",,,3.04,,44,2022-12-19 14:05:00,3.0504132231404957,14:07:39
295,"company_id:""4""",2022-12-19 14:07:57,"deal_status:""0""","full_price:""100.6719""","id:""PATRe1054399695509565444""","net_price:""99.4149""","operate:""1""","pre_closePrice:""99.272""",3.03,"volume:""""",18,2022-12-19 14:05:00,3.0504132231404957,14:07:57
296,,2022-12-19 14:08:57,,,"id:""220215_2131242538_20221219-14:08""","net_price:""99.333""",,,3.04,,60,2022-12-19 14:05:00,3.0504132231404957,14:08:57
297,,2022-12-19 14:10:57,,,"id:""220215_117977591_20221219-14:10:""","net_price:""99.0963""",,,3.069,,120,2022-12-19 14:10:00,3.047833529411765,14:10:57
298,"company_id:""1""",2022-12-19 14:11:11,"deal_status:""0""","full_price:""100.6719""","id:""TPSHe1054400509038964740""","net_price:""99.4149""","operate:""0""","pre_closePrice:""99.272""",3.03,"volume:""3000""",14,2022-12-19 14:10:00,3.047833529411765,14:11:11
299,,2022-12-19 14:12:57,,,"id:""220215_235418959_20221219-14:12:""","net_price:""99.4236""",,,3.0289,,106,2022-12-19 14:10:00,3.047833529411765,14:12:57
300,,2022-12-19 14:14:37,,,"id:""220215_369637638_20221219-14:14:""","net_price:""99.2921""",,,3.045,,100,2022-12-19 14:10:00,3.047833529411765,14:14:37
301,,2022-12-19 14:15:47,,,"id:""220215_419969680_20221219-14:15:""","net_price:""99.1309""",,,3.0648,,70,2022-12-19 14:15:00,3.0487236180904524,14:15:47
302,,2022-12-19 14:17:56,,,"id:""220215_554187952_20221219-14:17:""","net_price:""99.333""",,,3.04,,129,2022-12-19 14:15:00,3.0487236180904524,14:17:56
303,,2022-12-19 14:21:57,,,"id:""220215_805847675_20221219-14:21:""","net_price:""99.4067""",,,3.031,,241,2022-12-19 14:20:00,3.0360099706744865,14:21:57
304,,2022-12-19 14:22:55,,,"id:""220215_872956917_20221219-14:22:""","net_price:""99.1309""",,,3.0648,,58,2022-12-19 14:20:00,3.0360099706744865,14:22:55
305,,2022-12-19 14:23:37,,,"id:""220215_923288909_20221219-14:23:""","net_price:""99.4557""",,,3.025,,42,2022-12-19 14:20:00,3.0360099706744865,14:23:37
306,,2022-12-19 14:25:52,,,"id:""220215_1057507536_20221219-14:25""","net_price:""99.1309""",,,3.0648,,135,2022-12-19 14:25:00,3.0425280000000003,14:25:52
307,"company_id:""1""",2022-12-19 14:29:30,"deal_status:""0""","full_price:""100.6637""","id:""TPSHe1054405118239322115""","net_price:""99.4148""","operate:""1""","pre_closePrice:""99.272""",3.03,"volume:""1000""",218,2022-12-19 14:25:00,3.0425280000000003,14:29:30
308,"company_id:""1""",2022-12-19 14:29:52,"deal_status:""0""","full_price:""100.6637""","id:""TPSHe1054405210409152513""","net_price:""99.4148""","operate:""1""","pre_closePrice:""99.272""",3.03,"volume:""1000""",22,2022-12-19 14:25:00,3.0425280000000003,14:29:52
309,"company_id:""2""",2022-12-19 14:30:14,"deal_status:""0""","full_price:""100.6719""","id:""ICAP2202157000578460""","net_price:""99.4149""","operate:""1""","pre_closePrice:""99.292""",3.03,"volume:""""",22,2022-12-19 14:30:00,3.0388778877887788,14:30:14
310,,2022-12-19 14:32:58,,,"id:""220215_1493718851_20221219-14:32""","net_price:""99.4557""",,,3.025,,164,2022-12-19 14:30:00,3.0388778877887788,14:32:58
311,,2022-12-19 14:34:55,,,"id:""220215_1627937325_20221219-14:34""","net_price:""99.1697""",,,3.06,,117,2022-12-19 14:30:00,3.0388778877887788,14:34:55
312,,2022-12-19 14:35:30,,,"id:""220215_1678269388_20221219-14:35""","net_price:""99.333""",,,3.04,,35,2022-12-19 14:35:00,3.0442708333333335,14:35:30
313,,2022-12-19 14:38:55,,,"id:""220215_1879596927_20221219-14:38""","net_price:""99.2921""",,,3.045,,205,2022-12-19 14:35:00,3.0442708333333335,14:38:55
314,"company_id:""1""",2022-12-19 14:42:23,"deal_status:""0""","full_price:""100.6514""","id:""TPSHe1054408363674316804""","net_price:""99.3944""","operate:""0""","pre_closePrice:""99.272""",3.0325,"volume:""5000""",208,2022-12-19 14:40:00,3.033526970954357,14:42:23
315,,2022-12-19 14:42:56,,,"id:""220215_2131256883_20221219-14:42""","net_price:""99.333""",,,3.04,,33,2022-12-19 14:40:00,3.033526970954357,14:42:56
316,"company_id:""1""",2022-12-19 14:45:28,"deal_status:""0""","full_price:""100.6514""","id:""TPSHe1054409138555203585""","net_price:""99.3944""","operate:""1""","pre_closePrice:""99.272""",3.0325,"volume:""3000""",152,2022-12-19 14:45:00,3.0402596658711216,14:45:28
317,"company_id:""3""",2022-12-19 14:45:29,"deal_status:""0""","full_price:""100.6514""","id:""BGC22021511009203395""","net_price:""99.3944""","operate:""1""","pre_closePrice:""99.292""",3.0325,"volume:""""",1,2022-12-19 14:45:00,3.0402596658711216,14:45:29
318,,2022-12-19 14:45:52,,,"id:""220215_168323939_20221219-14:45:""","net_price:""99.3977""",,,3.0321,,23,2022-12-19 14:45:00,3.0402596658711216,14:45:52
319,,2022-12-19 14:48:53,,,"id:""220215_352874278_20221219-14:48:""","net_price:""99.2513""",,,3.05,,181,2022-12-19 14:45:00,3.0402596658711216,14:48:53
320,,2022-12-19 14:49:55,,,"id:""220215_419983580_20221219-14:49:""","net_price:""99.3822""",,,3.034,,62,2022-12-19 14:45:00,3.0402596658711216,14:49:55
321,,2022-12-19 14:50:21,,,"id:""220215_487092891_20221219-14:50:""","net_price:""99.331""",,,3.0402,,26,2022-12-19 14:50:00,3.0390173333333332,14:50:21
322,,2022-12-19 14:51:32,,,"id:""220215_537424914_20221219-14:51:""","net_price:""99.1697""",,,3.06,,71,2022-12-19 14:50:00,3.0390173333333332,14:51:32
323,"company_id:""3""",2022-12-19 14:52:17,"deal_status:""0""","full_price:""100.631""","id:""BGC22021511009203569""","net_price:""99.374""","operate:""1""","pre_closePrice:""99.292""",3.035,"volume:""""",45,2022-12-19 14:50:00,3.0390173333333332,14:52:17
324,"company_id:""1""",2022-12-19 14:52:30,"deal_status:""0""","full_price:""100.631""","id:""TPSHe1054410907054125057""","net_price:""99.374""","operate:""1""","pre_closePrice:""99.272""",3.035,"volume:""2000""",13,2022-12-19 14:50:00,3.0390173333333332,14:52:30
325,,2022-12-19 14:52:32,,,"id:""220215_604534363_20221219-14:52:""","net_price:""99.333""",,,3.04,,2,2022-12-19 14:50:00,3.0390173333333332,14:52:32
326,,2022-12-19 14:54:55,,,"id:""220215_738753001_20221219-14:54:""","net_price:""99.4148""",,,3.03,,143,2022-12-19 14:50:00,3.0390173333333332,14:54:55
327,"company_id:""4""",2022-12-19 14:55:18,"deal_status:""0""","full_price:""100.631""","id:""PATRe1054411612676468740""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.272""",3.035,"volume:""""",23,2022-12-19 14:55:00,3.034273356401384,14:55:18
328,,2022-12-19 14:55:54,,,"id:""220215_789085126_20221219-14:55:""","net_price:""99.2513""",,,3.05,,36,2022-12-19 14:55:00,3.034273356401384,14:55:54
329,,2022-12-19 14:56:50,,,"id:""220215_856194350_20221219-14:56:""","net_price:""99.3534""",,,3.0375,,56,2022-12-19 14:55:00,3.034273356401384,14:56:50
330,"company_id:""4""",2022-12-19 14:58:12,"deal_status:""0""","full_price:""100.6228""","id:""PATRe1054412342535696386""","net_price:""99.3739""","operate:""0""","pre_closePrice:""99.272""",3.035,"volume:""""",82,2022-12-19 14:55:00,3.034273356401384,14:58:12
331,,2022-12-19 14:58:40,,,"id:""220215_990412700_20221219-14:58:""","net_price:""99.3534""",,,3.0375,,28,2022-12-19 14:55:00,3.034273356401384,14:58:40
332,,2022-12-19 14:59:44,,,"id:""220215_1040744833_20221219-14:59""","net_price:""99.4967""",,,3.02,,64,2022-12-19 14:55:00,3.034273356401384,14:59:44
333,,2022-12-19 15:00:46,,,"id:""220215_1107854735_20221219-15:00""","net_price:""99.3617""",,,3.0365,,62,2022-12-19 15:00:00,3.0359203252032527,15:00:46
334,,2022-12-19 15:01:50,,,"id:""220215_1174964145_20221219-15:01""","net_price:""99.3944""",,,3.0325,,64,2022-12-19 15:00:00,3.0359203252032527,15:01:50
335,,2022-12-19 15:02:44,,,"id:""220215_1242073285_20221219-15:02""","net_price:""99.3155""",,,3.0421,,54,2022-12-19 15:00:00,3.0359203252032527,15:02:44
336,"company_id:""5""",2022-12-19 15:03:39,"deal_status:""6""","full_price:""100.631""","id:""TJXT221219052024000000000245""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.272""",3.035,"volume:""5000""",55,2022-12-19 15:00:00,3.0359203252032527,15:03:39
337,"company_id:""5""",2022-12-19 15:03:41,"deal_status:""0""","full_price:""100.631""","id:""TJXT221219052024000000000246""","net_price:""99.374""","operate:""1""","pre_closePrice:""99.272""",3.035,"volume:""2000""",2,2022-12-19 15:00:00,3.0359203252032527,15:03:41
338,,2022-12-19 15:03:50,,,"id:""220215_1292405229_20221219-15:03""","net_price:""99.4557""",,,3.025,,9,2022-12-19 15:00:00,3.0359203252032527,15:03:50
339,,2022-12-19 15:06:44,,,"id:""220215_1493733153_20221219-15:06""","net_price:""99.3739""",,,3.035,,174,2022-12-19 15:05:00,3.035675895765473,15:06:44
340,"company_id:""4""",2022-12-19 15:07:34,"deal_status:""0""","full_price:""100.6228""","id:""PATRe1054414699415777281""","net_price:""99.3739""","operate:""1""","pre_closePrice:""99.272""",3.035,"volume:""""",50,2022-12-19 15:05:00,3.035675895765473,15:07:34
341,"company_id:""5""",2022-12-19 15:08:10,"deal_status:""0""","full_price:""100.6106""","id:""TJXT221219052024000000000247""","net_price:""99.3536""","operate:""1""","pre_closePrice:""99.272""",3.0375,"volume:""5000""",36,2022-12-19 15:05:00,3.035675895765473,15:08:10
342,"company_id:""2""",2022-12-19 15:08:57,"deal_status:""0""","full_price:""100.6106""","id:""ICAP2202157000578494""","net_price:""99.3536""","operate:""1""","pre_closePrice:""99.292""",3.0375,"volume:""""",47,2022-12-19 15:05:00,3.035675895765473,15:08:57
343,"company_id:""4""",2022-12-19 15:10:10,"deal_status:""0""","full_price:""100.6228""","id:""PATRe1054415353605566468""","net_price:""99.3739""","operate:""1""","pre_closePrice:""99.272""",3.035,"volume:""""",73,2022-12-19 15:10:00,3.0344036516853934,15:10:10
344,,2022-12-19 15:10:53,,,"id:""220215_1745393156_20221219-15:10""","net_price:""99.4352""",,,3.0275,,43,2022-12-19 15:10:00,3.0344036516853934,15:10:53
345,"company_id:""3""",2022-12-19 15:11:11,"deal_status:""0""","full_price:""100.6106""","id:""BGC22021511009203886""","net_price:""99.3536""","operate:""1""","pre_closePrice:""99.292""",3.0375,"volume:""""",18,2022-12-19 15:10:00,3.0344036516853934,15:11:11
346,"company_id:""3""",2022-12-19 15:11:32,"deal_status:""0""","full_price:""100.6106""","id:""BGC22021511009203917""","net_price:""99.3536""","operate:""1""","pre_closePrice:""99.292""",3.0375,"volume:""""",21,2022-12-19 15:10:00,3.0344036516853934,15:11:32
347,,2022-12-19 15:11:49,,,"id:""220215_1812502403_20221219-15:11""","net_price:""99.3647""",,,3.0361,,17,2022-12-19 15:10:00,3.0344036516853934,15:11:49
348,"company_id:""4""",2022-12-19 15:11:59,"deal_status:""0""","full_price:""100.6228""","id:""PATRe1054415809773875202""","net_price:""99.3739""","operate:""1""","pre_closePrice:""99.272""",3.035,"volume:""""",10,2022-12-19 15:10:00,3.0344036516853934,15:11:59
349,"company_id:""2""",2022-12-19 15:12:01,"deal_status:""0""","full_price:""100.6106""","id:""ICAP2202157000578496""","net_price:""99.3536""","operate:""1""","pre_closePrice:""99.292""",3.0375,"volume:""""",2,2022-12-19 15:10:00,3.0344036516853934,15:12:01
350,"company_id:""4""",2022-12-19 15:12:21,"deal_status:""0""","full_price:""100.6106""","id:""PATRe1054415901708824578""","net_price:""99.3536""","operate:""1""","pre_closePrice:""99.272""",3.0375,"volume:""""",20,2022-12-19 15:10:00,3.0344036516853934,15:12:21
351,"company_id:""5""",2022-12-19 15:13:51,"deal_status:""0""","full_price:""100.6228""","id:""TJXT221219052024000000000252""","net_price:""99.3658""","operate:""0""","pre_closePrice:""99.272""",3.036,"volume:""5000""",90,2022-12-19 15:10:00,3.0344036516853934,15:13:51
352,,2022-12-19 15:13:59,,,"id:""220215_1929943816_20221219-15:13""","net_price:""99.2513""",,,3.05,,8,2022-12-19 15:10:00,3.0344036516853934,15:13:59
353,"company_id:""4""",2022-12-19 15:14:35,"deal_status:""0""","full_price:""100.631""","id:""PATRe1054416464479563780""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.272""",3.035,"volume:""""",36,2022-12-19 15:10:00,3.0344036516853934,15:14:35
354,"company_id:""3""",2022-12-19 15:14:43,"deal_status:""0""","full_price:""100.631""","id:""BGC22021511009204000""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.292""",3.035,"volume:""""",8,2022-12-19 15:10:00,3.0344036516853934,15:14:43
355,"company_id:""3""",2022-12-19 15:14:43,"deal_status:""0""","full_price:""100.631""","id:""BGC22021511009204008""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.292""",3.035,"volume:""""",0,2022-12-19 15:10:00,3.0344036516853934,15:14:43
356,,2022-12-19 15:14:53,,,"id:""220215_1997053195_20221219-15:14""","net_price:""99.5961""",,,3.0079,,10,2022-12-19 15:10:00,3.0344036516853934,15:14:53
357,"company_id:""1""",2022-12-19 15:15:01,"deal_status:""0""","full_price:""100.631""","id:""TPSHe1054416573567217665""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.272""",3.035,"volume:""4000""",8,2022-12-19 15:15:00,3.0438367003367004,15:15:01
358,"company_id:""1""",2022-12-19 15:15:01,"deal_status:""0""","full_price:""100.631""","id:""TPSHe1054416573575606273""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.272""",3.035,"volume:""2000""",0,2022-12-19 15:15:00,3.0438367003367004,15:15:01
359,"company_id:""1""",2022-12-19 15:15:01,"deal_status:""0""","full_price:""100.631""","id:""TPSHe1054416573554634753""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.272""",3.035,"volume:""2000""",0,2022-12-19 15:15:00,3.0438367003367004,15:15:01
360,"company_id:""2""",2022-12-19 15:15:04,"deal_status:""0""","full_price:""100.631""","id:""ICAP2202157000578501""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.292""",3.035,"volume:""""",3,2022-12-19 15:15:00,3.0438367003367004,15:15:04
361,"company_id:""4""",2022-12-19 15:15:15,"deal_status:""0""","full_price:""100.631""","id:""PATRe1054416634873163778""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.272""",3.035,"volume:""""",11,2022-12-19 15:15:00,3.0438367003367004,15:15:15
362,"company_id:""5""",2022-12-19 15:15:18,"deal_status:""0""","full_price:""100.631""","id:""TJXT221219052024000000000253""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.272""",3.035,"volume:""2000""",3,2022-12-19 15:15:00,3.0438367003367004,15:15:18
363,"company_id:""2""",2022-12-19 15:15:23,"deal_status:""0""","full_price:""100.631""","id:""ICAP2202157000578502""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.292""",3.035,"volume:""""",5,2022-12-19 15:15:00,3.0438367003367004,15:15:23
364,"company_id:""5""",2022-12-19 15:16:00,"deal_status:""0""","full_price:""100.631""","id:""TJXT221219052024000000000254""","net_price:""99.374""","operate:""1""","pre_closePrice:""99.272""",3.035,"volume:""1000""",37,2022-12-19 15:15:00,3.0438367003367004,15:16:00
365,,2022-12-19 15:16:23,,,"id:""220215_2114494530_20221219-15:16""","net_price:""99.2717""",,,3.0475,,23,2022-12-19 15:15:00,3.0438367003367004,15:16:23
366,"company_id:""5""",2022-12-19 15:16:51,"deal_status:""0""","full_price:""100.631""","id:""TJXT221219052024000000000255""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.272""",3.035,"volume:""2000""",28,2022-12-19 15:15:00,3.0438367003367004,15:16:51
367,"company_id:""5""",2022-12-19 15:16:51,"deal_status:""0""","full_price:""100.6719""","id:""TJXT221219052024000000000256""","net_price:""99.4149""","operate:""0""","pre_closePrice:""99.272""",3.03,"volume:""5000""",0,2022-12-19 15:15:00,3.0438367003367004,15:16:51
368,,2022-12-19 15:17:59,,,"id:""220215_34120109_20221219-15:17:5""","net_price:""99.1289""",,,3.065,,68,2022-12-19 15:15:00,3.0438367003367004,15:17:59
369,"company_id:""1""",2022-12-19 15:18:35,"deal_status:""0""","full_price:""100.631""","id:""TPSHe1054417471588675586""","net_price:""99.374""","operate:""1""","pre_closePrice:""99.272""",3.035,"volume:""3000""",36,2022-12-19 15:15:00,3.0438367003367004,15:18:35
370,"company_id:""4""",2022-12-19 15:18:55,"deal_status:""0""","full_price:""100.631""","id:""PATRe1054417556584050692""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.272""",3.035,"volume:""""",20,2022-12-19 15:15:00,3.0438367003367004,15:18:55
371,,2022-12-19 15:19:50,,,"id:""220215_151561434_20221219-15:19:""","net_price:""99.33""",,,3.0404,,55,2022-12-19 15:15:00,3.0438367003367004,15:19:50
372,,2022-12-19 15:20:55,,,"id:""220215_218670664_20221219-15:20:""","net_price:""99.4966""",,,3.02,,65,2022-12-19 15:20:00,3.050770431893688,15:20:55
373,"company_id:""4""",2022-12-19 15:21:09,"deal_status:""0""","full_price:""100.631""","id:""PATRe1054418118213939204""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.272""",3.035,"volume:""""",14,2022-12-19 15:20:00,3.050770431893688,15:21:09
374,,2022-12-19 15:21:54,,,"id:""220215_285779880_20221219-15:21:""","net_price:""99.1289""",,,3.065,,45,2022-12-19 15:20:00,3.050770431893688,15:21:54
375,,2022-12-19 15:24:51,,,"id:""220215_470330330_20221219-15:24:""","net_price:""99.1717""",,,3.0597,,177,2022-12-19 15:20:00,3.050770431893688,15:24:51
376,,2022-12-19 15:25:44,,,"id:""220215_537439713_20221219-15:25:""","net_price:""99.2105""",,,3.055,,53,2022-12-19 15:25:00,3.0366885593220343,15:25:44
377,,2022-12-19 15:26:41,,,"id:""220215_604548974_20221219-15:26:""","net_price:""99.3902""",,,3.033,,57,2022-12-19 15:25:00,3.0366885593220343,15:26:41
378,,2022-12-19 15:27:50,,,"id:""220215_654880959_20221219-15:27:""","net_price:""99.4557""",,,3.025,,69,2022-12-19 15:25:00,3.0366885593220343,15:27:50
379,,2022-12-19 15:28:47,,,"id:""220215_721990081_20221219-15:28:""","net_price:""99.3534""",,,3.0375,,57,2022-12-19 15:25:00,3.0366885593220343,15:28:47
380,,2022-12-19 15:30:41,,,"id:""220215_856209276_20221219-15:30:""","net_price:""99.4149""",,,3.03,,114,2022-12-19 15:30:00,3.035157258064516,15:30:41
381,"company_id:""1""",2022-12-19 15:31:35,"deal_status:""0""","full_price:""100.631""","id:""TPSHe1054420742839611396""","net_price:""99.374""","operate:""1""","pre_closePrice:""99.272""",3.035,"volume:""3000""",54,2022-12-19 15:30:00,3.035157258064516,15:31:35
382,,2022-12-19 15:31:43,,,"id:""220215_906541238_20221219-15:31:""","net_price:""99.3741""",,,3.035,,8,2022-12-19 15:30:00,3.035157258064516,15:31:43
383,"company_id:""2""",2022-12-19 15:32:20,"deal_status:""0""","full_price:""100.631""","id:""ICAP2202157000578521""","net_price:""99.374""","operate:""1""","pre_closePrice:""99.292""",3.035,"volume:""""",37,2022-12-19 15:30:00,3.035157258064516,15:32:20
384,,2022-12-19 15:32:56,,,"id:""220215_973650475_20221219-15:32:""","net_price:""99.2513""",,,3.05,,36,2022-12-19 15:30:00,3.035157258064516,15:32:56
385,"company_id:""5""",2022-12-19 15:33:11,"deal_status:""0""","full_price:""100.631""","id:""TJXT221219052024000000000263""","net_price:""99.374""","operate:""1""","pre_closePrice:""99.272""",3.035,"volume:""2000""",15,2022-12-19 15:30:00,3.035157258064516,15:33:11
386,"company_id:""4""",2022-12-19 15:33:55,"deal_status:""0""","full_price:""100.631""","id:""PATRe1054421332246179844""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.272""",3.035,"volume:""""",44,2022-12-19 15:30:00,3.035157258064516,15:33:55
387,,2022-12-19 15:33:58,,,"id:""220215_1040759704_20221219-15:33""","net_price:""99.3943""",,,3.0325,,3,2022-12-19 15:30:00,3.035157258064516,15:33:58
388,"company_id:""3""",2022-12-19 15:34:27,"deal_status:""0""","full_price:""100.631""","id:""BGC22021511009204356""","net_price:""99.374""","operate:""0""","pre_closePrice:""99.292""",3.035,"volume:""""",29,2022-12-19 15:30:00,3.035157258064516,15:34:27
389,,2022-12-19 15:34:59,,,"id:""220215_1107869002_20221219-15:34""","net_price:""99.3494""",,,3.038,,32,2022-12-19 15:30:00,3.035157258064516,15:34:59
390,,2022-12-19 15:35:34,,,"id:""220215_1158201115_20221219-15:35""","net_price:""99.4149""",,,3.03,,35,2022-12-19 15:35:00,3.0329566666666667,15:35:34
391,,2022-12-19 15:37:51,,,"id:""220215_1292419425_20221219-15:37""","net_price:""99.4557""",,,3.025,,137,2022-12-19 15:35:00,3.0329566666666667,15:37:51
392,,2022-12-19 15:38:45,,,"id:""220215_1359528616_20221219-15:38""","net_price:""99.2105""",,,3.055,,54,2022-12-19 15:35:00,3.0329566666666667,15:38:45
393,,2022-12-19 15:39:59,,,"id:""220215_1409860653_20221219-15:39""","net_price:""99.3903""",,,3.033,,74,2022-12-19 15:35:00,3.0329566666666667,15:39:59
394,,2022-12-19 15:40:25,,,"id:""220215_1476969941_20221219-15:40""","net_price:""99.2513""",,,3.05,,26,2022-12-19 15:40:00,3.0468949324324326,15:40:25
395,,2022-12-19 15:41:40,,,"id:""220215_1544079196_20221219-15:41""","net_price:""99.3494""",,,3.038,,75,2022-12-19 15:40:00,3.0468949324324326,15:41:40
396,,2022-12-19 15:42:34,,,"id:""220215_1611188417_20221219-15:42""","net_price:""99.3534""",,,3.0375,,54,2022-12-19 15:40:00,3.0468949324324326,15:42:34
397,,2022-12-19 15:44:35,,,"id:""220215_1728629617_20221219-15:44""","net_price:""99.1871""",,,3.0579,,121,2022-12-19 15:40:00,3.0468949324324326,15:44:35
398,"company_id:""1""",2022-12-19 15:44:55,"deal_status:""0""","full_price:""100.631""","id:""TPSHe1054424100069584900""","net_price:""99.374""","operate:""1""","pre_closePrice:""99.272""",3.035,"volume:""3000""",20,2022-12-19 15:40:00,3.0468949324324326,15:44:55
399,,2022-12-19 15:47:59,,,"id:""220215_1913180496_20221219-15:47""","net_price:""99.3739""",,,3.035,,184,2022-12-19 15:45:00,3.035,15:47:59
400,,2022-12-19 15:50:58,,,"id:""220215_2114508146_20221219-15:50""","net_price:""99.4178""",,,3.0296,,179,2022-12-19 15:50:00,3.0283393483709276,15:50:58
