,ts_date,time,220215,220220,diff-220115,diff2,zcore2-5,mean2
1,2023-01-11 08:40:00,08:40:00,3.05,3.006790220820189,,0.04320977917981095,,
2,2023-01-11 08:45:00,08:45:00,3.05,3.0075,0.0,0.04249999999999998,,
3,2023-01-11 08:50:00,08:50:00,3.055,3.0070963302752296,0.0050000000000003375,0.04790366972477056,,
4,2023-01-11 08:55:00,08:55:00,3.0550000000000006,3.006452991452991,4.440892098500626e-16,0.04854700854700944,,
5,2023-01-11 09:00:00,09:00:00,3.05,3.002559121621622,-0.005000000000000782,0.04744087837837796,,
6,2023-01-11 09:05:00,09:05:00,3.0449999999999995,3.0020576131687244,-0.0050000000000003375,0.04294238683127505,-1.1736153246404528,0.045920267165993775
7,2023-01-11 09:10:00,09:10:00,3.0449999999999995,2.996849295774648,0.0,0.048150704225351504,0.8797625427052284,0.045866788696286596
8,2023-01-11 09:15:00,09:15:00,3.0449999999999995,2.9998767605633803,0.0,0.04512323943661922,-0.9101047991001823,0.046996929541356904
9,2023-01-11 09:20:00,09:20:00,3.0449999999999995,3.0011962264150944,0.0,0.04380377358490506,-1.2477127030239588,0.04644084348372664
10,2023-01-11 09:25:00,09:25:00,3.0500000000000003,3.0017824074074073,0.005000000000000782,0.04821759259259295,1.350814027551722,0.04549219649130576
11,2023-01-11 09:30:00,09:30:00,3.0492734225621416,3.0000470769230767,-0.0007265774378586443,0.04922634563906492,1.6381688595590753,0.04564753933414876
12,2023-01-11 09:35:00,09:35:00,3.05,3.002675438596491,0.0007265774378582002,0.047324561403508714,0.20286263640217544,0.04690433109570673
13,2023-01-11 09:40:00,09:40:00,3.0501501501501505,3.005350456621004,0.0001501501501506297,0.04479969352914637,-0.9711077266382246,0.04673910253133817
14,2023-01-11 09:45:00,09:45:00,3.0518354430379744,3.0093615384615378,0.0016852928878239304,0.04247390457643663,-2.0461434242363947,0.0466743933498436
15,2023-01-11 09:50:00,09:50:00,3.0525,3.0102126245847174,0.0006645569620258307,0.042287375415282824,-1.6790116001029187,0.046408419548149914
16,2023-01-11 09:55:00,09:55:00,3.051524725274725,3.0092688135593217,-0.0009752747252753657,0.042255911715403105,-1.0934838839855312,0.04522237611268789
17,2023-01-11 10:00:00,10:00:00,3.051373966942149,3.0090599337748336,-0.00015075833257593985,0.0423140331673153,-0.760008467319001,0.04382828932795553
18,2023-01-11 10:05:00,10:05:00,3.052461414790997,2.9884866220735784,0.0010874478488482886,0.0639747927174188,21.370596544351276,0.04282618368071685
19,2023-01-11 10:10:00,10:10:00,3.0523141891891896,3.0091942238267144,-0.00014722560180757682,0.0431199653624752,-0.4090549552324602,0.04666120351837133
20,2023-01-11 10:15:00,10:15:00,3.052251263537906,3.0086947852760737,-6.292565128340755e-05,0.04355647826183251,-0.3761144452777172,0.046790415675579046
21,2023-01-11 10:20:00,10:20:00,3.052,3.0085930232558136,-0.0002512635379061656,0.043406976744186476,-0.4289465842170844,0.04704423624488898
22,2023-01-11 10:25:00,10:25:00,3.0311391752577324,3.009869082125603,-0.020860824742267692,0.021270093132129464,-3.1101257737638695,0.04727444925064565
23,2023-01-11 10:30:00,10:30:00,3.0525,3.011179754601227,0.02136082474226786,0.0413202453987731,-0.1291944752554034,0.043065661243608486
24,2023-01-11 10:35:00,10:35:00,2.9977,3.0098183800623053,-0.05480000000000018,-0.012118380062305256,-5.842629492709487,0.03853475177987935
25,2023-01-11 10:40:00,10:40:00,3.0500000000000003,3.0075758865248226,0.052300000000000235,0.042424113475177716,0.6948931761607349,0.02748708269492326
26,2023-01-11 10:45:00,10:45:00,3.048733552631579,2.9684111111111116,-0.0012664473684211863,0.08032244152046752,2.487630899146668,0.0272606097375923
27,2023-01-11 10:50:00,10:50:00,3.0474341216216216,3.0050692567567565,-0.0012994310099574413,0.042364864864865126,0.25575164804274836,0.03464370269284851
28,2023-01-11 10:55:00,10:55:00,3.032462311557789,3.0051642857142857,-0.014971810063832525,0.027298025843503382,-0.3921241870189354,0.03886265703939564
29,2023-01-11 11:00:00,11:00:00,3.0461144578313255,3.0046309677419356,0.013652146273536392,0.041483490089389896,0.18211482252731667,0.0360582131283417
30,2023-01-11 11:05:00,11:05:00,3.0439499999999997,2.9954150877192984,-0.0021644578313257945,0.04853491228070128,0.09907847457841155,0.04677858715868073
31,2023-01-11 11:10:00,11:10:00,3.0339657534246576,3.004370629370629,-0.009984246575342137,0.02959512405402842,-1.0461058037700826,0.04800074691978544
32,2023-01-11 11:15:00,11:15:00,3.0412066246056786,2.9995369230769233,0.007240871181021014,0.041669701528755265,0.47149783827797326,0.03785528342649762
33,2023-01-11 11:20:00,11:20:00,3.045,3.004058843537415,0.003793375394321341,0.04094115646258478,0.4022609381569877,0.03771625075927565
34,2023-01-11 11:25:00,11:25:00,3.0310909090909086,2.9944510204081634,-0.013909090909091315,0.03663988868274526,-0.6238674595622663,0.04044487688309193
35,2023-01-11 11:30:00,11:30:00,3.0310909090909086,2.9931235668789813,0.0,0.037967342211927324,-0.2417908823536843,0.039476156601763
36,2023-01-11 11:35:00,11:35:00,3.045,3.005588405797101,0.013909090909091315,0.03941159420289875,0.4761685450770443,0.03736264258800821
37,2023-01-11 11:40:00,11:40:00,3.02,2.9825913494809693,-0.02499999999999991,0.03740865051903075,-1.0346299004665107,0.039325936617782276
38,2023-01-11 11:45:00,11:45:00,3.02,2.9749496124031007,0.0,0.04505038759689928,4.295338573233446,0.03847372641583737
39,2023-01-11 11:50:00,11:50:00,3.030473515248796,2.9989566037735846,0.010473515248795806,0.031516911475211185,-2.578355013095705,0.03929557264270027
40,2023-01-11 11:55:00,11:55:00,3.0375,3.00495,0.007026484751204265,0.03255000000000008,-1.321452479148948,0.038270977201193455
41,2023-01-11 12:00:00,12:00:00,3.0375,3.00495,0.0,0.03255000000000008,-0.9447301767379852,0.03718750875880801
54,2023-01-11 13:05:00,13:05:00,3.0449379077353216,3.0049994121796373,0.007437907735321492,0.039938495555684295,0.8161326366942545,0.035815189918228275
55,2023-01-11 13:10:00,13:10:00,3.0449379077353216,3.003,0.0,0.04193790773532147,1.0584134913713896,0.03632115892555898
56,2023-01-11 13:15:00,13:15:00,3.041604020979021,3.0028015021459225,-0.0033338867563004193,0.03880251883309871,0.7150164247369086,0.03569866295324342
57,2023-01-11 13:20:00,13:20:00,3.0385204081632655,3.0006603260869564,-0.003083612815755643,0.03786008207630909,0.1809458896985599,0.037155784424820926
58,2023-01-11 13:25:00,13:25:00,3.0385204081632655,3.0008219178082194,0.0,0.03769849035504613,-0.1652250267079936,0.03821780084008273
59,2023-01-11 13:30:00,13:30:00,3.039345744680851,2.9973575581395346,0.0008253365175856509,0.04198818654131653,1.7518095910949427,0.03924749891109194
60,2023-01-11 13:35:00,13:35:00,3.0359709480122326,2.9973258064516135,-0.003374796668618618,0.038645141560619045,-0.527240382994235,0.03965743710821838
61,2023-01-11 13:40:00,13:40:00,3.0396130030959756,3.001204333333333,0.0036420550837430454,0.03840866976264268,-0.3795998718344039,0.0389988838732779
62,2023-01-11 13:45:00,13:45:00,3.03444375,3.0026448504983385,-0.005169253095975712,0.03179889950166137,-4.528135631506042,0.038920114059186696
63,2023-01-11 13:50:00,13:50:00,3.039540816326531,2.9939418604651165,0.005097066326531063,0.04559895586141449,2.387801811228584,0.037707877544257154
64,2023-01-11 13:55:00,13:55:00,3.022477989130435,2.998109130434783,-0.017062827196095753,0.024368858695652307,-3.265079579025597,0.03928797064553082
65,2023-01-11 14:00:00,14:00:00,3.0347939068100356,2.9891845945945947,0.012315917679600386,0.045609312215440845,1.3716488183105127,0.035764105076397976
66,2023-01-11 14:05:00,14:05:00,3.0225529801324504,3.0011204013377926,-0.01224092667758514,0.021432578794657875,-1.916691050231891,0.037156939207362336
67,2023-01-11 14:10:00,14:10:00,3.0344981884057973,2.9943400809716603,0.011945208273346886,0.04015810743413706,0.6244781027392061,0.03376172101376538
68,2023-01-11 14:15:00,14:15:00,3.029291907514451,2.987027508090615,-0.005206280891346449,0.042264399423836085,0.6526860583952618,0.03543356260026052
69,2023-01-11 14:20:00,14:20:00,3.03536475409836,2.987895321637427,0.006072846583909275,0.04746943246093327,1.2848028092647186,0.03476665131274483
70,2023-01-11 14:25:00,14:25:00,3.017717864923747,2.9831227106227107,-0.0176468891746131,0.034595154301036324,-0.5135505361565189,0.03938676606580103
71,2023-01-11 14:30:00,14:30:00,3.0332129277566535,2.9885738255033556,0.01549506283290647,0.044639102253297924,0.8385009903269536,0.03718393448292012
72,2023-01-11 14:35:00,14:35:00,3.031456386292835,2.9964895705521473,-0.0017565414638185395,0.03496681574068772,-1.573255867640794,0.04182523917464813
73,2023-01-11 14:40:00,14:40:00,3.0318275862068966,2.993928571428571,0.00037119991406164843,0.03789901477832558,-0.5580888379785932,0.04078698083595826
