,ts_date,time,220215,220220,diff-220115,diff2,zcore2-5,mean2
1,2023-01-12 09:15:00,09:15:00,3.0322,2.9850073313782985,,0.04719266862170146,,
2,2023-01-12 09:20:00,09:20:00,3.0322,2.9843775811209436,0.0,0.04782241887905636,,
3,2023-01-12 09:25:00,09:25:00,3.0322,2.997226923076923,0.0,0.03497307692307716,,
4,2023-01-12 09:30:00,09:30:00,3.0322,2.984430327868853,0.0,0.04776967213114691,,
5,2023-01-12 09:35:00,09:35:00,3.026809608540925,2.9839809688581305,-0.005390391459075161,0.04282863968279438,,
6,2023-01-12 09:40:00,09:40:00,3.025,2.9847063758389263,-0.001809608540924934,0.04029362416107363,-0.7747050583608875,0.044117295247555255
7,2023-01-12 09:45:00,09:45:00,3.0262356321839077,2.9457365248226948,0.0012356321839077644,0.08049910736121291,7.791409667987984,0.04273748635542969
8,2023-01-12 09:50:00,09:50:00,3.0275,2.9903317220543806,0.0012643678160921823,0.03716827794561928,-0.7495465701013431,0.049272824051860994
9,2023-01-12 09:55:00,09:55:00,3.0471927374301675,2.990530976430976,0.01969273743016764,0.05666176099919129,0.44042296090843824,0.04971186425636942
10,2023-01-12 10:00:00,10:00:00,3.0287410071942444,2.9918264925373133,-0.01845173023592306,0.036914514656931185,-0.9132122978349569,0.051490282029978296
11,2023-01-12 10:05:00,10:05:00,3.037857142857143,2.992180456026059,0.009116135662898373,0.045676686831083835,-0.27632739738330087,0.05030745702480566
12,2023-01-12 10:10:00,10:10:00,3.037857142857143,2.991645259938838,0.0,0.04621188291830469,-0.31837789304784564,0.0513840695588077
13,2023-01-12 10:15:00,10:15:00,3.0266,2.9901970099667774,-0.011257142857142632,0.03640299003322278,-1.119009408378873,0.044526624670226056
14,2023-01-12 10:20:00,10:20:00,3.0266,2.9894616666666667,0.0,0.037138333333333495,-0.9751647844029827,0.04437356708774676
15,2023-01-12 10:25:00,10:25:00,3.025,2.9889733333333335,-0.0016000000000002679,0.03602666666666643,-0.991522104080211,0.040468881554575196
16,2023-01-12 10:30:00,10:30:00,3.0232620817843863,2.9877419795221845,-0.001737918215613643,0.035520102262201814,-1.0299299498771262,0.04029131195652225
17,2023-01-12 10:35:00,10:35:00,3.0225,2.9889914473684214,-0.0007620817843863037,0.03350855263157859,-1.184652454627973,0.03825999504274584
18,2023-01-12 10:40:00,10:40:00,3.0355,2.990207260726073,0.0129999999999999,0.04529273927392685,7.815278487415025,0.035719328985400624
19,2023-01-12 10:45:00,10:45:00,3.042439024390244,2.9890503597122304,0.006939024390244075,0.05338866467801351,3.9032120047843626,0.03749727883354144
20,2023-01-12 10:50:00,10:50:00,3.0445,2.988968944099379,0.002060975609756266,0.05553105590062124,1.966891162976544,0.04074734510247744
21,2023-01-12 10:55:00,10:55:00,3.0258856783919597,2.989279310344828,-0.01861432160804055,0.0366063680471318,-0.8961302091648939,0.0446482229492684
22,2023-01-12 11:00:00,11:00:00,3.0455,2.988245791245791,0.01961432160804044,0.057254208754208946,1.4140795601765788,0.044865476106254396
23,2023-01-12 11:05:00,11:05:00,3.0275,2.989797468354431,-0.018000000000000238,0.037702531645568804,-1.5494965234220137,0.04961460733078047
24,2023-01-12 11:10:00,11:10:00,3.0249999999999995,2.9899719251336903,-0.002500000000000391,0.03502807486630921,-1.448124969964064,0.04809656580510886
25,2023-01-12 11:15:00,11:15:00,3.0275,2.9870529801324506,0.002500000000000391,0.04044701986754928,-0.40486723196115276,0.044424447842768
26,2023-01-12 11:20:00,11:20:00,3.0275,2.9943619528619525,0.0,0.033138047138047355,-1.018664778246218,0.04140764063615361
27,2023-01-12 11:25:00,11:25:00,3.0475,2.992278073089701,0.020000000000000018,0.0552219269102987,1.6809734252527935,0.04071397645433672
28,2023-01-12 11:30:00,11:30:00,3.0525,2.99836036036036,0.0050000000000003375,0.05413963963964008,1.7608926926034667,0.040307520085554674
29,2023-01-12 11:35:00,11:35:00,3.0498,2.996043882978724,-0.0027000000000003688,0.053756117021275696,1.0843874153270074,0.04359494168436893
30,2023-01-12 11:40:00,11:40:00,3.0498,2.998160215053763,0.0,0.051639784946236666,0.4814308914735536,0.04734055011536222
31,2023-01-12 11:45:00,11:45:00,3.03,2.9995723684210525,-0.01980000000000004,0.030427631578947345,-2.3067629580368223,0.0495791031310997
32,2023-01-12 11:50:00,11:50:00,3.03,2.9957057057057055,0.0,0.034294294294294314,-1.572217076921611,0.049037020019279697
33,2023-01-12 11:55:00,11:55:00,3.03,2.9974923076923075,0.0,0.03250769230769235,-1.1976428322401587,0.04485149349607882
34,2023-01-12 12:00:00,12:00:00,3.03,2.9974923076923075,0.0,0.03250769230769235,-0.7988254545291549,0.04052510402968927
47,2023-01-12 13:05:00,13:05:00,3.0275,2.9925,-0.0024999999999999467,0.0349999999999997,-0.163953292516791,0.036275419086972606
48,2023-01-12 13:10:00,13:10:00,3.0299876237623757,2.9949999999999997,0.002487623762375879,0.034987623762376074,1.276937480438493,0.032947462097725214
49,2023-01-12 13:15:00,13:15:00,3.0299876237623757,2.9951699029126213,0.0,0.03481772084975443,0.8458534433160148,0.033859460534410954
50,2023-01-12 13:20:00,13:20:00,3.0299876237623757,2.9956363636363634,0.0,0.034351260126012306,0.32505131447036656,0.03396414584550298
51,2023-01-12 13:25:00,13:25:00,3.0299876237623757,2.993011976047904,0.0,0.036975647714471815,2.804358555926695,0.03433285940916697
