,ts_date,220220
120,2023-02-07 18:10:00,3.0535000000000005
121,2023-02-07 18:15:00,3.0535000000000005
122,2023-02-07 18:20:00,3.0535000000000005
123,2023-02-07 18:25:00,3.0535000000000005
124,2023-02-07 18:30:00,3.0535000000000005
125,2023-02-07 18:35:00,3.0535000000000005
126,2023-02-07 18:40:00,3.0535000000000005
127,2023-02-07 18:45:00,3.0535000000000005
128,2023-02-07 18:50:00,3.0535000000000005
129,2023-02-07 18:55:00,3.0535000000000005
130,2023-02-07 19:00:00,3.0535000000000005
131,2023-02-07 19:05:00,3.0535000000000005
132,2023-02-07 19:10:00,3.0535000000000005
133,2023-02-07 19:15:00,3.0535000000000005
134,2023-02-07 19:20:00,3.0535000000000005
135,2023-02-07 19:25:00,3.0535000000000005
136,2023-02-07 19:30:00,3.0535000000000005
137,2023-02-07 19:35:00,3.053
