ts_date,create_time,Id,Yield,price,ts_lag,twap_roll_5Min,twap_roll_10,time,diff,zcore-10,mean,zcore2-10-15
2023-01-12 08:20:58,2023-01-12 08:20:58,TPSHe1063009686133059588,0.029925,2.9925,0,,,08:20:58,,,,
2023-01-12 08:26:16,2023-01-12 08:26:16,ICAP2202207000589006,0.0299,2.99,318,2.99,2.99,08:26:16,0.0,,,
2023-01-12 08:29:18,2023-01-12 08:29:18,PATRe1063011783198928898,0.029875,2.9875,182,2.98909,2.98909,08:29:18,-0.0015900000000002024,,,
2023-01-12 08:29:52,2023-01-12 08:29:52,UEDA230112061024000000000001,0.029875,2.9875,34,2.988988764044944,2.988988764044944,08:29:52,-0.0014887640449443573,,,
2023-01-12 08:33:58,2023-01-12 08:33:58,ICAP2202207000589007,0.029875,2.9875,246,2.9875,2.988519230769231,08:33:58,0.0,,,
2023-01-12 08:35:56,2023-01-12 08:35:56,TPSHe1063013451875659777,0.029875,2.9875,118,2.9875000000000003,2.988385300668152,08:35:56,-4.440892098500626e-16,,,
2023-01-12 08:36:21,2023-01-12 08:36:21,UEDA230112061024000000000002,0.029875,2.9875,25,2.9875000000000003,2.9875,08:36:21,-4.440892098500626e-16,,,
2023-01-12 08:36:51,2023-01-12 08:36:51,BGC22022011009424319,0.029875,2.9875,30,2.9875000000000003,2.9875,08:36:51,-4.440892098500626e-16,,,
2023-01-12 08:38:32,2023-01-12 08:38:32,ICAP2202207000589009,0.029875,2.9875,101,2.9875,2.9875,08:38:32,0.0,,,
2023-01-12 08:38:32,2023-01-12 08:38:32,ICAP2202207000589010,0.029875,2.9875,0,2.9875,2.9875,08:38:32,0.0,,,
2023-01-12 08:38:32,2023-01-12 08:38:32,ICAP2202207000589012,0.029875,2.9875,0,2.9875,2.9875,08:38:32,0.0,,,
2023-01-12 08:38:32,2023-01-12 08:38:32,ICAP2202207000589011,0.029875,2.9875,0,2.9875,2.9875,08:38:32,0.0,0.49966245877068116,-0.0003078764044945892,
2023-01-12 08:38:33,2023-01-12 08:38:33,ICAP2202207000589013,0.029875,2.9875,1,2.9875,2.9875,08:38:33,0.0,0.49966245877068116,-0.0003078764044945892,
2023-01-12 08:38:38,2023-01-12 08:38:38,TPSHe1063014129058623489,0.029875,2.9875,5,2.9875,2.9875,08:38:38,0.0,0.33333333333366477,-0.00014887640449456896,
2023-01-12 08:38:38,2023-01-12 08:38:38,BGC22022011009424356,0.029875,2.9875,0,2.9875,2.9875,08:38:38,0.0,2.999084751967783,-1.3322676295501878e-16,
2023-01-12 08:38:40,2023-01-12 08:38:40,PATRe1063014138082521089,0.029875,2.9875,2,2.9875000000000003,2.9875,08:38:40,-4.440892098500626e-16,-6.99786442125816,-1.3322676295501878e-16,
2023-01-12 08:38:44,2023-01-12 08:38:44,TJXT230112052024000000000001,0.029875,2.9875,4,2.9875,2.9874999999999994,08:38:44,0.0,2.9990847519677835,-1.3322676295501878e-16,0.39198783050876035
2023-01-12 08:38:51,2023-01-12 08:38:51,UEDAe1063014183076130817,0.029875,2.9875,7,2.9875000000000003,2.9875,08:38:51,-4.440892098500626e-16,2.9990847519677835,-8.881784197001253e-17,0.3919878305088451
2023-01-12 08:38:52,2023-01-12 08:38:52,UEDAe1063014188662943745,0.029875,2.9875,1,2.9875,2.9875,08:38:52,0.0,2.9990847519677835,-8.881784197001253e-17,0.2672612419126123
2023-01-12 08:39:25,2023-01-12 08:39:25,UEDAe1063014329008549890,0.029875,2.9875,33,2.9875000000000003,2.9875,08:39:25,-4.440892098500626e-16,2.9990847519677835,-8.881784197001253e-17,1.1143443959350099e-05
2023-01-12 08:39:37,2023-01-12 08:39:37,PATRe1063014377115906052,0.029875,2.9875,12,2.9875000000000003,2.9875,08:39:37,-4.440892098500626e-16,-6.997864421258161,-1.3322676295501878e-16,8.357582968994021e-06
2023-01-12 08:39:37,2023-01-12 08:39:37,PATRe1063014377132683265,0.029875,2.9875,0,2.9875000000000003,2.9875,08:39:37,-4.440892098500626e-16,-3.000457833531728,-1.7763568394002506e-16,0.0
2023-01-12 08:39:40,2023-01-12 08:39:40,TPSHe1063014388191113220,0.029875,2.9875,3,2.9875000000000003,2.9875,08:39:40,-4.440892098500626e-16,-2.2367506629817204,-2.220446049250313e-16,-8.357582968994016e-06
2023-01-12 08:40:57,2023-01-12 08:40:57,TPSHe1063014711794249729,0.0299,2.99,77,2.988139534883721,2.9877894736842103,08:40:57,0.0018604651162790198,20959771502607.684,-2.6645352591003756e-16,-1.6715165937988033e-05
2023-01-12 08:40:57,2023-01-12 08:40:57,BGC22022011009424452,0.0299,2.99,0,2.988139534883721,2.9877894736842103,08:40:57,0.0018604651162790198,3.0,0.00018604651162763554,0.13363062095600717
