ts_date,Id,create_time,Yield,price,ts_lag,twap_roll_5Min,twap_roll_10,time,diff,zcore-10,mean,zcore-no-shift-10,mean2-no-shift-,zcore2-10-15
2023-01-13 08:24:40,PATRe1063373001445109764,2023-01-13 08:24:40,0.03005,3.005,0,,,08:24:40,,,,,,
2023-01-13 08:35:21,PATRe1063375689822007297,2023-01-13 08:35:21,0.030025,3.0025,641,3.0025,3.0025,08:35:21,1.0,,,,,
2023-01-13 08:43:14,TPSHe1063377673952333825,2023-01-13 08:43:14,0.030025,3.0025,473,3.0025,3.0025,08:43:14,1.0,,,,,
2023-01-13 08:44:23,TPSHe1063377963921346561,2023-01-13 08:44:23,0.030025,3.0025,69,3.0024999999999995,3.0025,08:44:23,1.0000000000000002,,,,,
2023-01-13 08:49:25,BGC22022011009445146,2023-01-13 08:49:25,0.030025,3.0025,302,3.0025,3.0024999999999995,08:49:25,1.0,,,,,
2023-01-13 08:49:46,BGC22022011009445167,2023-01-13 08:49:46,0.030025,3.0025,21,3.0025,3.0025,08:49:46,1.0,,,,,
2023-01-13 08:50:02,BGC22022011009445178,2023-01-13 08:50:02,0.030025,3.0025,16,3.0025,3.0025,08:50:02,1.0,,,,,
2023-01-13 08:50:12,TPSHe1063379427112685569,2023-01-13 08:50:12,0.030025,3.0025,10,3.0025,3.0025,08:50:12,1.0,,,,,
2023-01-13 08:50:12,TPSHe1063379427100102657,2023-01-13 08:50:12,0.030025,3.0025,0,3.0025,3.0025,08:50:12,1.0,,,,,
2023-01-13 08:50:46,ICAP2202207000590050,2023-01-13 08:50:46,0.030025,3.0025,34,3.0025,3.0025,08:50:46,1.0,,,,,
2023-01-13 08:50:46,ICAP2202207000590049,2023-01-13 08:50:46,0.030025,3.0025,0,3.0025,3.0025,08:50:46,1.0,,,0.0,1.0,
2023-01-13 08:50:47,ICAP2202207000590051,2023-01-13 08:50:47,0.030025,3.0025,1,3.0025,3.0025,08:50:47,1.0,0.0,1.0,0.0,1.0,
2023-01-13 08:52:03,BGC22022011009445282,2023-01-13 08:52:03,0.03,3.0,76,3.0020869565217394,3.002310379241517,08:52:03,0.9993048314216196,-9900335413262.854,1.0,-3.0000000000004525,0.999930483142162,
2023-01-13 08:52:05,PATRe1063379903642103812,2023-01-13 08:52:05,0.03,3.0,2,3.0020779220779223,3.00230577689243,08:52:05,0.9993078387264231,-2.9855799734675994,0.999930483142162,-1.9945749105572275,0.9998612670148044,
2023-01-13 08:52:11,ICAP2202207000590052,2023-01-13 08:52:11,0.03,3.0,6,3.002051282051282,3.002292079207921,08:52:11,0.9993167065254527,-1.9626150526542183,0.9998612670148044,-1.505607433488494,0.9997929376673496,
2023-01-13 08:52:16,PATRe1063379949041250305,2023-01-13 08:52:16,0.03,3.0,5,3.0020295983086682,3.00228078817734,08:52:16,0.9993239246175948,-1.482787394585813,0.9997929376673496,-1.193117763319845,0.999725330129109,
2023-01-13 08:52:16,PATRe1063379949024473090,2023-01-13 08:52:16,0.03,3.0,0,3.0020295983086682,3.00228078817734,08:52:16,0.9993239246175948,-1.193117763319845,0.999725330129109,-0.9750949654385137,0.9996577225908686,-0.3014867116146043
2023-01-13 08:52:34,TPSHe1063380023643377668,2023-01-13 08:52:34,0.03,3.0,18,3.0019551934826882,3.0022410454985478,08:52:34,0.9993486933159652,-0.9027403227647105,0.9996577225908686,-0.7327953092823537,0.999592591922465,-0.3535176454287581
2023-01-13 08:53:02,ICAP2202207000590053,2023-01-13 08:53:02,0.03,3.0,28,3.001849710982659,3.002181903864279,08:53:02,0.9993838095971656,-0.627288162225011,0.999592591922465,-0.47811065303931927,0.9995309728821816,-0.40809623650733773
2023-01-13 08:54:14,UEDA230113061024000000000001,2023-01-13 08:54:14,0.03,3.0,72,3.0016243654822334,3.001715909090909,08:54:14,0.9994588378542921,-0.23435550033753635,0.9995309728821816,-0.06794231057771849,0.9994768566676108,-0.46706390159664857
