ts_date,Column6,create_time,Column8,Column10,Column12,Column15,Column16,Column17,price,Column22,ts_lag,twap_roll_5,twap_roll_10,time,diff,diff2,zcore-5,mean,2zcore-5
2022-12-22 09:00:30,,2022-12-22 09:00:30,,,"id:""220215_1141398325_20221222-09:00""","net_price:""99.456""",,,3.025,,0,,,09:00:30,,,,,
2022-12-22 09:14:18,,2022-12-22 09:14:18,,,"id:""220215_2030605418_20221222-09:14""","net_price:""99.6608""",,,3.0,,828,3.0,3.0,09:14:18,0.0,0.0,,,
2022-12-22 09:15:03,,2022-12-22 09:15:03,,,"id:""220215_2080938061_20221222-09:15""","net_price:""99.6608""",,,3.0,,45,3.0,3.0,09:15:03,0.0,0.0,,,
2022-12-22 09:18:35,,2022-12-22 09:18:35,,,"id:""220215_134782710_20221222-09:18:""","net_price:""99.4765""",,,3.0225,,212,3.0043963133640554,3.0043963133640554,09:18:35,0.018103686635944527,0.0,,,
2022-12-22 09:26:26,"company_id:""4""",2022-12-22 09:26:26,"deal_status:""0""","full_price:""100.8397""","id:""PATRe1055416015298539521""","net_price:""99.5584""","operate:""1""","pre_closePrice:""99.517""",3.0125,"volume:""""",471,3.0125,3.0156039531478775,09:26:26,0.0,-0.0031039531478773696,,,
2022-12-22 09:27:37,"company_id:""1""",2022-12-22 09:27:37,"deal_status:""0""","full_price:""100.8315""","id:""TPSHe1055416312521699329""","net_price:""99.5583""","operate:""1""","pre_closePrice:""99.517""",3.0125,"volume:""1000""",71,3.0125,3.015311671087533,09:27:37,0.0,-0.0028116710875329964,,,
2022-12-22 09:28:28,"company_id:""5""",2022-12-22 09:28:28,"deal_status:""0""","full_price:""100.8315""","id:""TJXT221222052024000000000004""","net_price:""99.5583""","operate:""1""","pre_closePrice:""99.497""",3.0125,"volume:""1000""",51,3.0125,3.0151335403726707,09:28:28,0.0,-0.0026335403726704953,-0.5000000000000001,-0.0011831248470820731,-0.9989287860450491
2022-12-22 09:29:33,"company_id:""4""",2022-12-22 09:29:33,"deal_status:""0""","full_price:""100.8397""","id:""PATRe1055416800518385665""","net_price:""99.5584""","operate:""1""","pre_closePrice:""99.517""",3.0125,"volume:""""",65,3.0125,3.0125,09:29:33,0.0,0.0,-0.5000000000000001,-0.0017098329216161724,1.2177165966032553
2022-12-22 09:29:53,"company_id:""4""",2022-12-22 09:29:53,"deal_status:""0""","full_price:""100.8397""","id:""PATRe1055416881908854785""","net_price:""99.5584""","operate:""0""","pre_closePrice:""99.517""",3.0125,"volume:""""",20,3.0125,3.0125,09:29:53,0.0,0.0,-0.5000000000000001,-0.0017098329216161724,1.2177165966032553
2022-12-22 09:32:26,,2022-12-22 09:32:26,,,"id:""220215_1007207295_20221222-09:32""","net_price:""99.5584""",,,3.0125,,153,3.0125,3.0125,09:32:26,0.0,0.0,-0.5000000000000001,-0.0017098329216161724,1.2177165966032553
2022-12-22 09:33:48,"company_id:""4""",2022-12-22 09:33:48,"deal_status:""0""","full_price:""100.8193""","id:""PATRe1055417869294153729""","net_price:""99.538""","operate:""0""","pre_closePrice:""99.517""",3.015,"volume:""""",82,3.0131406249999997,3.0127245345016433,09:33:48,0.0018593750000004405,0.00041609049835633627,,-0.0010890422920406984,1.1274505008998874
2022-12-22 09:34:49,,2022-12-22 09:34:49,,,"id:""220215_1141426747_20221222-09:34""","net_price:""99.4805""",,,3.022,,61,3.014982594936709,3.0133054414784395,09:34:49,0.007017405063290738,0.0016771534582695757,8.935166471649264,-0.0004434899748628318,1.9159790924096924
2022-12-22 09:35:23,"company_id:""1""",2022-12-22 09:35:23,"deal_status:""0""","full_price:""100.8193""","id:""TPSHe1055418265511276545""","net_price:""99.538""","operate:""0""","pre_closePrice:""99.517""",3.015,"volume:""3000""",34,3.0151348484848484,3.0133625992063493,09:35:23,-0.00013484848484823786,0.0017722492784990607,-0.7027580247019891,0.0004186487913251824,2.083872907143435
2022-12-22 09:36:34,"company_id:""1""",2022-12-22 09:36:34,"deal_status:""0""","full_price:""100.8193""","id:""TPSHe1055418566012186625""","net_price:""99.538""","operate:""0""","pre_closePrice:""99.517""",3.015,"volume:""2000""",71,3.015110972568578,3.014222039473684,09:36:34,-0.00011097256857794946,0.0008889330948940177,-0.6795296010711172,0.0007730986470249945,0.14620632804785375
2022-12-22 09:36:41,"company_id:""3""",2022-12-22 09:36:41,"deal_status:""0""","full_price:""100.8193""","id:""BGC22021511009229455""","net_price:""99.538""","operate:""0""","pre_closePrice:""99.517""",3.015,"volume:""""",7,3.0151090686274507,3.014230894308943,09:36:41,-0.00010906862745052592,0.000878174318507785,-0.6671860887310619,0.000950885266003798,-0.10503391668991514
2022-12-22 09:36:48,"company_id:""3""",2022-12-22 09:36:48,"deal_status:""0""","full_price:""100.8193""","id:""BGC22021511009229473""","net_price:""99.538""","operate:""0""","pre_closePrice:""99.517""",3.015,"volume:""""",7,3.0151072289156624,3.0142395498392283,09:36:48,-0.00010722891566228299,0.0008676790764341469,-0.6552524338828754,0.0011265201297053552,-0.49943697105932205
2022-12-22 09:45:05,"company_id:""3""",2022-12-22 09:45:05,"deal_status:""0""","full_price:""100.8193""","id:""BGC22021511009229717""","net_price:""99.538""","operate:""0""","pre_closePrice:""99.517""",3.015,"volume:""""",497,3.015,3.015,09:45:05,0.0,0.0,-0.4595055258147558,0.0012168378453209171,-2.926412502129198
2022-12-22 09:45:23,"company_id:""1""",2022-12-22 09:45:23,"deal_status:""0""","full_price:""100.8193""","id:""TPSHe1055420782664101889""","net_price:""99.538""","operate:""0""","pre_closePrice:""99.517""",3.015,"volume:""2000""",18,3.015,3.015,09:45:23,0.0,0.0,1.9543514062889187,0.000881407153667002,-1.5725710515156173
2022-12-22 09:47:34,"company_id:""4""",2022-12-22 09:47:34,"deal_status:""0""","full_price:""100.8193""","id:""PATRe1055421333894115329""","net_price:""99.538""","operate:""0""","pre_closePrice:""99.517""",3.015,"volume:""""",131,3.015,3.015,09:47:34,0.0,0.0,1.2244444656942113,0.00052695729796719,-1.2245954609561305
